Tue Jun 11 10:06:30 2024    stats_profiling.raw

         81370879 function calls (80985164 primitive calls) in 183.891 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1679    0.012    0.000    0.060    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/ma/core.py:2808(__new__)
     6086    0.012    0.000    0.053    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:328(ymax)
     2780    0.011    0.000    0.059    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:218(<listcomp>)
    66938    0.011    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:244(simplify_threshold)
     2158    0.011    0.000    0.697    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:2138(tick_values)
      661    0.011    0.000    1.428    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:477(__init__)
1949/1209    0.011    0.000    0.033    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/units.py:164(get_converter)
     5163    0.011    0.000    0.025    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1406(set_dash_capstyle)
     3209    0.011    0.000    0.063    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/numerictypes.py:357(issubdtype)
      736    0.011    0.000    0.141    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:2733(get_tick_space)
      607    0.011    0.000    0.136    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:533(_draw_paths_with_artist_properties)
    11597    0.011    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:451(get_transform)
     5656    0.011    0.000    0.049    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:323(xmax)
      448    0.011    0.000    0.093    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1162(_set_lim)
      303    0.011    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/function_base.py:24(linspace)
     3685    0.011    0.000    0.149    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1182(set_marker)
       25    0.011    0.000    0.017    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/art3d.py:920(<listcomp>)
     1295    0.010    0.000    0.100    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:2031(set_params)
     2133    0.010    0.000    0.186    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:263(_prepare_font)
     6228    0.010    0.000    0.054    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1030(set_linespacing)
     9568    0.010    0.000    0.026    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2417(transform_non_affine)
      843    0.010    0.000    0.145    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:48(__init__)
     6418    0.010    0.000    0.052    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/numerictypes.py:283(issubclass_)
     3358    0.010    0.000    0.025    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_lsq/common.py:593(compute_grad)
    42857    0.010    0.000    0.010    0.000 {method 'values' of 'dict' objects}
     1001    0.010    0.000    1.265    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:293(draw)
        2    0.010    0.005    0.040    0.020 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:1360(_findfont_cached)
  399/154    0.010    0.000    0.254    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/offsetbox.py:506(_get_bbox_and_child_offsets)
     2655    0.010    0.000    0.039    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2281(__init__)
1988/1985    0.010    0.000    0.020    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:379(bounds)
    27280    0.010    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/linalg/linalg.py:2379(_norm_dispatcher)
    15542    0.010    0.000    0.029    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1206(set_y)
    31460    0.010    0.000    0.010    0.000 {built-in method builtins.delattr}
     8008    0.010    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_optimize.py:172(__getattr__)
     2158    0.010    0.000    0.759    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:2134(__call__)
    10753    0.010    0.000    0.021    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:755(set_weight)
     8373    0.010    0.000    0.153    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:608(_from_any)
     2780    0.010    0.000    0.367    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:696(set_locs)
     3263    0.010    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:131(__getstate__)
    23322    0.010    0.000    0.018    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:209(<lambda>)
9867/9843    0.010    0.000    0.190    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:855(viewLim)
      449    0.010    0.000    0.713    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/spines.py:142(get_window_extent)
      593    0.010    0.000    0.094    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:603(get_extents)
     5163    0.010    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1064(set_drawstyle)
     6657    0.010    0.000    0.071    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/_methods.py:61(_all)
    62922    0.009    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1976(_shape_dispatcher)
6098/3306    0.009    0.000    0.034    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:997(get_yaxis_transform)
    46783    0.009    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:648(get_family)
13255/13152    0.009    0.000    0.024    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2597(get_matrix)
     6602    0.009    0.000    0.012    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:33(_get_dash_pattern)
  243/141    0.009    0.000    0.042    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/gridspec.py:145(get_grid_positions)
    14399    0.009    0.000    0.084    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/_methods.py:43(_amin)
7402/7124    0.009    0.000    0.009    0.000 {built-in method _abc._abc_subclasscheck}
    11484    0.009    0.000    0.029    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/scale.py:115(get_transform)
     3016    0.009    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/getlimits.py:484(__new__)
     2148    0.009    0.000    0.077    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:348(update_from)
      499    0.009    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/axis3d.py:25(_move_from_center)
     2002    0.009    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/lib/type_check.py:302(iscomplexobj)
     4629    0.009    0.000    0.020    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2033(translate)
     4705    0.009    0.000    0.028    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:893(get_unitless_position)
    12592    0.009    0.000    0.017    0.000 <string>:1(<lambda>)
    16522    0.009    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:300(axes)
     1605    0.009    0.000    0.083    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_lsq/trf.py:128(select_step)
    15435    0.009    0.000    0.030    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:283(convert_yunits)
     5163    0.009    0.000    0.083    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1052(set_color)
       99    0.009    0.000    2.141    0.022 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:1262(__clear)
     1295    0.009    0.000    0.400    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/scale.py:103(set_default_locators_and_formatters)
     3358    0.009    0.000    0.020    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_numdiff.py:204(<listcomp>)
     6567    0.009    0.000    0.031    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/units.py:56(_is_natively_supported)
     2500    0.009    0.000    0.063    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/pygraphviz/agraph.py:1924(__new__)
    15189    0.009    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1834(_str_equal)
      230    0.009    0.000    0.010    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     1356    0.009    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/linalg/lapack.py:1014(_check_work_float)
     5169    0.009    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:352(intervaly)
     1145    0.008    0.000    0.065    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/colors.py:1280(process_value)
      924    0.008    0.000    1.213    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:918(set_tick_params)
    48949    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:693(get_size)
    62500    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/art3d.py:1003(<lambda>)
     9428    0.008    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:781(set_stretch)
     1668    0.008    0.000    3.562    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1544(_get_tick)
     2973    0.008    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:162(_fast_from_codes_and_verts)
     3054    0.008    0.000    0.276    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:262(get_transform)
     2780    0.008    0.000    0.256    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:215(format_ticks)
     7760    0.008    0.000    0.021    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:247(fix_minus)
     2928    0.008    0.000    0.038    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:734(_convert_units)
     6228    0.008    0.000    0.022    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1321(set_usetex)
      966    0.008    0.000    1.039    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1304(<listcomp>)
    11624    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2317(_any_dispatcher)
      142    0.008    0.000    0.017    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/lib/arraysetops.py:524(in1d)
    14214    0.008    0.000    0.017    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2126(transform)
      200    0.008    0.000    0.183    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:2384(_update_patch_limits)
     2040    0.008    0.000    0.008    0.000 {method 'outer' of 'numpy.ufunc' objects}
     1964    0.008    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/_methods.py:218(_ptp)
     1363    0.008    0.000    0.024    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1858(set_major_locator)
    44650    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:664(get_style)
      743    0.008    0.000    0.169    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:2237(_init)
       34    0.008    0.000    0.008    0.000 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     7914    0.008    0.000    0.008    0.000 {method 'tolist' of 'numpy.ndarray' objects}
     1070    0.008    0.000    0.035    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/colors.py:399(to_rgba_array)
    22164    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/multiarray.py:85(empty_like)
     5922    0.008    0.000    0.018    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1098(set_fontsize)
    44650    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:670(get_variant)
       15    0.007    0.000    0.007    0.000 {method '__exit__' of '_io._IOBase' objects}
     6873    0.007    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:687(_get_wrapped_text)
     1379    0.007    0.000    0.043    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/pathlib.py:569(_parse_args)
    44650    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:676(get_weight)
     1890    0.007    0.000    0.189    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:109(draw_path)
     1038    0.007    0.000    0.008    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
     1899    0.007    0.000    0.023    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1087(__init__)
    44650    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:685(get_stretch)
     5163    0.007    0.000    0.017    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1358(set_dash_joinstyle)
     1577    0.007    0.000    0.020    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2736(__init__)
       79    0.007    0.000    0.007    0.000 {built-in method posix.stat}
     7388    0.007    0.000    0.066    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:305(set_label1)
     2476    0.007    0.000    0.146    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:1233(_cm_set)
     2002    0.007    0.000    0.012    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_lsq/least_squares.py:106(check_tolerance)
     1524    0.007    0.000    3.037    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1595(get_major_ticks)
    11126    0.007    0.000    0.018    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1350(_iter_break_from_left_to_right)
    43100    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:699(get_file)
     1668    0.007    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:208(_apply_tickdir)
     2749    0.007    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1675(_safe_first_finite)
     4359    0.007    0.000    0.061    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:790(unit)
       14    0.007    0.000    0.007    0.000 {built-in method io.open_code}
     1295    0.007    0.000    0.200    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:427(__init__)
    43098    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:857(get_math_fontfamily)
    22726    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:834(<listcomp>)
     7388    0.007    0.000    0.063    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:318(set_label2)
     1509    0.007    0.000    0.027    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2751(_revalidate)
     3551    0.007    0.000    0.032    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backend_bases.py:928(set_clip_path)
      103    0.007    0.000    3.431    0.033 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:2937(_update_title_position)
     1356    0.007    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/linalg/blas.py:384(getter)
    25360    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:847(get_visible)
     3263    0.007    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:136(__setstate__)
     2303    0.007    0.000    0.020    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2581(__init__)
     1846    0.007    0.000    0.026    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/proj3d.py:209(_vec_pad_ones)
       34    0.007    0.000    0.010    0.000 {method 'draw_quad_mesh' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     8340    0.007    0.000    0.058    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:342(_set_artist_props)
     9428    0.007    0.000    0.018    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:865(set_math_fontfamily)
        2    0.007    0.003    0.007    0.004 {built-in method posix.posix_spawn}
    23198    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:195(_reshape_dispatcher)
    11497    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1753(<lambda>)
    12722    0.006    0.000    0.006    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1403(_resize_dispatcher)
     1552    0.006    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:1140(score_stretch)
       68    0.006    0.000    0.102    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/cm.py:427(to_rgba)
     1964    0.006    0.000    0.025    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2593(ptp)
    15840    0.006    0.000    0.006    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/cycler.py:239(__iter__)
     9994    0.006    0.000    0.030    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:758(get_transform)
      761    0.006    0.000    0.043    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:2510(_process_unit_info)
      904    0.006    0.000    0.221    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:221(get_text_width_height_descent)
     1007    0.006    0.000    0.043    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:945(get_xaxis_text1_transform)
      175    0.006    0.000    1.234    0.007 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/axis3d.py:185(get_major_ticks)
     2788    0.006    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1831(is_separable)
     1295    0.006    0.000    0.415    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:765(_set_scale)
       99    0.006    0.000    3.374    0.034 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:574(__init__)
      745    0.006    0.000    0.022    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/spines.py:227(_adjust_location)
     1334    0.006    0.000    0.006    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:898(reset_ticks)
     4161    0.006    0.000    0.034    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:1117(set_zorder)
        9    0.006    0.001    5.423    0.603 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/PIL/ImageFile.py:524(_encode_tile)
        9    0.006    0.001    0.007    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backends/backend_macosx.py:38(__init__)
       14    0.006    0.000    0.006    0.000 {built-in method marshal.loads}
     1363    0.006    0.000    0.017    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1874(set_minor_locator)
    31592    0.006    0.000    0.006    0.000 {method 'copy' of 'list' objects}
     1074    0.006    0.000    0.956    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1565(_copy_tick_props)
    10240    0.006    0.000    0.006    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:542(<genexpr>)
     1370    0.006    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/pathlib.py:621(__str__)
      361    0.006    0.000    0.006    0.000 {method 'write' of '_io.BufferedRandom' objects}
      285    0.006    0.000    3.247    0.011 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1309(get_tightbbox)
     3512    0.006    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:538(<listcomp>)
     1757    0.006    0.000    0.012    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/ma/core.py:3217(__getitem__)
  450/225    0.006    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/numeric.py:1129(roll)
3333/3197    0.006    0.000    0.008    0.000 {method 'view' of 'numpy.generic' objects}
    14496    0.006    0.000    0.006    0.000 {built-in method sys.intern}
     2133    0.006    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:43(get_hinting_flag)
     2581    0.006    0.000    0.026    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1827(frozen)
     5163    0.006    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1422(set_solid_capstyle)
     4246    0.006    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:361(width)
     3263    0.006    0.000    0.191    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:281(__deepcopy__)
     2595    0.006    0.000    0.099    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:876(get_bbox)
       10    0.006    0.001    0.006    0.001 {method 'close' of '_io.BufferedRandom' objects}
      497    0.006    0.000    0.207    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1140(argmax)
     1552    0.006    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:1082(score_family)
     4972    0.006    0.000    0.041    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3269(round)
     2133    0.006    0.000    0.006    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
     6873    0.006    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:315(get_rotation)
      756    0.006    0.000    0.015    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/colors.py:307(_to_rgba_no_colorcycle)
     5163    0.006    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1374(set_solid_joinstyle)
      381    0.006    0.000    0.191    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/offsetbox.py:796(get_bbox)
     3551    0.006    0.000    0.038    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:929(_set_gc_clip)
      518    0.005    0.000    0.123    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:2496(_init)
      430    0.005    0.000    0.108    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/spines.py:35(__init__)
     2370    0.005    0.000    0.023    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:317(_set_edgecolor)
     5163    0.005    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1255(set_markersize)
      951    0.005    0.000    0.005    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
     5163    0.005    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1240(set_markeredgewidth)
     2674    0.005    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:567(<dictcomp>)
    28016    0.005    0.000    0.005    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/copy.py:107(_copy_immutable)
     6565    0.005    0.000    0.040    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1721(convert_units)
     6006    0.005    0.000    0.005    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_lsq/least_squares.py:107(check)
     8291    0.005    0.000    0.005    0.000 {method 'split' of 'str' objects}
     4316    0.005    0.000    0.006    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:1932(closeto)
     1007    0.005    0.000    0.096    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:444(_apply_tickdir)
     3263    0.005    0.000    0.075    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/copy.py:237(_deepcopy_method)
