Tue Jun 11 10:11:33 2024    stats_profiling.raw

         81264732 function calls (80879145 primitive calls) in 221.513 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2724    0.014    0.000    0.125    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/integrate/_ivp/rk.py:108(_estimate_error_norm)
    13785    0.014    0.000    0.089    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:1048(set_visible)
    62922    0.014    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1980(shape)
    14228    0.014    0.000    0.162    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1335(__add__)
    21870    0.014    0.000    0.117    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1777(transform)
    52018    0.014    0.000    0.014    0.000 {method 'pop' of 'dict' objects}
    32660    0.014    0.000    0.049    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/copy.py:264(<genexpr>)
    40458    0.014    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:845(<genexpr>)
     2624    0.014    0.000    0.039    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1832(_set_formatter)
     6723    0.014    0.000    0.086    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/_methods.py:61(_all)
       14    0.014    0.001    0.014    0.001 {built-in method io.open_code}
     1349    0.014    0.000    0.304    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:649(union)
       50    0.014    0.000    0.055    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/interpolate/_rgi.py:364(_prepare_xi)
     1020    0.014    0.000    0.023    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/bezier.py:200(__call__)
     6300    0.014    0.000    0.048    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/pygraphviz/agraph.py:1857(__new__)
    62500    0.014    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/lib/function_base.py:393(_average_dispatcher)
     7355    0.013    0.000    0.047    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:568(__call__)
    19211    0.013    0.000    0.038    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1195(set_x)
     1295    0.013    0.000    0.185    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:533(set_useMathText)
     2724    0.013    0.000    3.994    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/integrate/_ivp/base.py:159(step)
     1346    0.013    0.000    0.031    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/lib/function_base.py:564(asarray_chkfinite)
    70077    0.013    0.000    0.013    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:225(codes)
     3548    0.013    0.000    0.099    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:516(update_position)
     7818    0.013    0.000    0.098    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2001(rotate_deg)
     8732    0.013    0.000    0.242    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2413(transform_affine)
    14148    0.013    0.000    0.154    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:642(__eq__)
9665/9657    0.013    0.000    0.217    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:2204(getter)
    14357    0.013    0.000    0.101    0.000 {method 'min' of 'numpy.ndarray' objects}
     3027    0.013    0.000    0.047    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/ma/core.py:2978(__array_finalize__)
    20952    0.013    0.000    0.017    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/linalg/linalg.py:140(isComplexType)
    67013    0.013    0.000    0.013    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:256(should_simplify)
     5638    0.013    0.000    0.064    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:313(xmin)
     8807    0.013    0.000    0.066    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:718(set_transform)
     2125    0.013    0.000    0.023    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:1490(get_font)
     6823    0.013    0.000    0.035    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1217(set_rotation)
    24738    0.013    0.000    0.013    0.000 {method 'count' of 'str' objects}
     5416    0.012    0.000    0.012    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
      200    0.012    0.000    0.339    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_axes.py:2238(bar)
    15415    0.012    0.000    0.042    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:271(convert_xunits)
     2158    0.012    0.000    0.078    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1553(_get_tick_label_size)
    22453    0.012    0.000    0.012    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:884(<listcomp>)
     5516    0.012    0.000    0.030    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1122(set_linewidth)
     6083    0.012    0.000    0.056    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:318(ymin)
2088/2085    0.012    0.000    0.058    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1109(get_points)
     7220    0.012    0.000    0.015    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:343(intervalx)
      499    0.012    0.000    0.013    0.000 {built-in method matplotlib._path.update_path_extents}
    35652    0.012    0.000    0.012    0.000 {built-in method builtins.abs}
     6068    0.012    0.000    0.055    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:328(ymax)
     2125    0.012    0.000    0.142    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:1270(_find_fonts_by_props)
     2158    0.012    0.000    0.704    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:2138(tick_values)
11224/5731    0.012    0.000    0.037    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2376(_invalidate_internal)
    24069    0.012    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1265(set_text)
    67013    0.012    0.000    0.012    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:244(simplify_threshold)
     3348    0.012    0.000    0.028    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_lsq/common.py:593(compute_grad)
     7630    0.012    0.000    0.189    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:800(from_bounds)
     2002    0.012    0.000    0.013    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/lib/type_check.py:302(iscomplexobj)
     8051    0.011    0.000    0.013    0.000 {built-in method builtins.min}
     2780    0.011    0.000    0.059    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:218(<listcomp>)
     2466    0.011    0.000    0.011    0.000 {built-in method builtins.round}
     1679    0.011    0.000    0.059    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/ma/core.py:2808(__new__)
     3209    0.011    0.000    0.029    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/numerictypes.py:357(issubdtype)
     7355    0.011    0.000    0.031    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:516(_format_maybe_minus_and_locale)
      297    0.011    0.000    0.076    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/colors.py:1315(__call__)
    11576    0.011    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:451(get_transform)
     5166    0.011    0.000    0.026    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1406(set_dash_capstyle)
     5638    0.011    0.000    0.051    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:323(xmax)
       25    0.011    0.000    0.017    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/art3d.py:920(<listcomp>)
      736    0.011    0.000    0.140    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:2733(get_tick_space)
    26658    0.011    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
     6418    0.011    0.000    0.017    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/numerictypes.py:283(issubclass_)
     2125    0.011    0.000    0.188    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:263(_prepare_font)
     6230    0.011    0.000    0.054    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1030(set_linespacing)
      607    0.011    0.000    0.133    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:533(_draw_paths_with_artist_properties)
1949/1209    0.011    0.000    0.032    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/units.py:164(get_converter)
      448    0.011    0.000    0.091    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1162(_set_lim)
      661    0.011    0.000    1.505    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:477(__init__)
     3501    0.011    0.000    0.032    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2673(__init__)
        2    0.011    0.005    0.043    0.022 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:1360(_findfont_cached)
      843    0.010    0.000    0.146    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:48(__init__)
     9549    0.010    0.000    0.026    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2417(transform_non_affine)
     3688    0.010    0.000    0.150    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1182(set_marker)
      303    0.010    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/function_base.py:24(linspace)
       79    0.010    0.000    0.010    0.000 {built-in method posix.stat}
     2780    0.010    0.000    0.371    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:696(set_locs)
  399/154    0.010    0.000    0.254    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/offsetbox.py:506(_get_bbox_and_child_offsets)
9867/9843    0.010    0.000    0.190    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:855(viewLim)
     8008    0.010    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_optimize.py:172(__getattr__)
    14357    0.010    0.000    0.088    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/_methods.py:43(_amin)
     1295    0.010    0.000    0.100    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:2031(set_params)
     2158    0.010    0.000    0.766    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:2134(__call__)
    10755    0.010    0.000    0.021    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:755(set_weight)
    62922    0.010    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1976(_shape_dispatcher)
     2655    0.010    0.000    0.224    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2281(__init__)
      593    0.010    0.000    0.094    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:603(get_extents)
1988/1985    0.010    0.000    0.020    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:379(bounds)
     3266    0.010    0.000    0.012    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:131(__getstate__)
     5166    0.010    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1064(set_drawstyle)
      449    0.010    0.000    0.720    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/spines.py:142(get_window_extent)
    23328    0.010    0.000    0.018    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:209(<lambda>)
     6606    0.010    0.000    0.012    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:33(_get_dash_pattern)
     8367    0.010    0.000    0.323    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:608(_from_any)
    46639    0.010    0.000    0.010    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:648(get_family)
    42840    0.009    0.000    0.009    0.000 {method 'values' of 'dict' objects}
13258/13155    0.009    0.000    0.024    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2597(get_matrix)
  243/141    0.009    0.000    0.042    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/gridspec.py:145(get_grid_positions)
    15478    0.009    0.000    0.027    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1206(set_y)
     3016    0.009    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/getlimits.py:484(__new__)
    26151    0.009    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/linalg/linalg.py:2379(_norm_dispatcher)
    31468    0.009    0.000    0.009    0.000 {built-in method builtins.delattr}
     4685    0.009    0.000    0.028    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:893(get_unitless_position)
6098/3306    0.009    0.000    0.033    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:997(get_yaxis_transform)
     3348    0.009    0.000    0.020    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_numdiff.py:204(<listcomp>)
     1000    0.009    0.000    1.268    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:293(draw)
     1295    0.009    0.000    0.406    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/scale.py:103(set_default_locators_and_formatters)
      232    0.009    0.000    0.011    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      500    0.009    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/axis3d.py:25(_move_from_center)
    11451    0.009    0.000    0.029    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/scale.py:115(get_transform)
     2150    0.009    0.000    0.077    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:348(update_from)
     4629    0.009    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2033(translate)
       99    0.009    0.000    2.335    0.024 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:1262(__clear)
     2971    0.009    0.000    0.015    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/path.py:162(_fast_from_codes_and_verts)
     5166    0.009    0.000    0.082    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1052(set_color)
    15197    0.009    0.000    0.012    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1834(_str_equal)
     6567    0.009    0.000    0.030    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/units.py:56(_is_natively_supported)
    12598    0.009    0.000    0.016    0.000 <string>:1(<lambda>)
    15415    0.009    0.000    0.029    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:283(convert_yunits)
      924    0.009    0.000    0.930    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:918(set_tick_params)
     1346    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/linalg/lapack.py:1014(_check_work_float)
     5169    0.008    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:352(intervaly)
    16529    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:300(axes)
     3054    0.008    0.000    0.266    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:262(get_transform)
     2040    0.008    0.000    0.008    0.000 {method 'outer' of 'numpy.ufunc' objects}
    62500    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/art3d.py:1003(<lambda>)
     1110    0.008    0.000    0.009    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
     1145    0.008    0.000    0.063    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/colors.py:1280(process_value)
    48805    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:693(get_size)
     2500    0.008    0.000    0.058    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/pygraphviz/agraph.py:1924(__new__)
    14181    0.008    0.000    0.017    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2126(transform)
     7727    0.008    0.000    0.022    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:247(fix_minus)
     1669    0.008    0.000    3.386    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1544(_get_tick)
      200    0.008    0.000    0.183    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:2384(_update_patch_limits)
    22121    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/multiarray.py:85(empty_like)
     2780    0.008    0.000    0.256    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:215(format_ticks)
      966    0.008    0.000    1.050    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1304(<listcomp>)
7406/7128    0.008    0.000    0.008    0.000 {built-in method _abc._abc_subclasscheck}
     1964    0.008    0.000    0.020    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/_methods.py:218(_ptp)
     1363    0.008    0.000    0.024    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1858(set_major_locator)
     2928    0.008    0.000    0.036    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/patches.py:734(_convert_units)
     9430    0.008    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:781(set_stretch)
     1070    0.008    0.000    0.035    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/colors.py:399(to_rgba_array)
       34    0.008    0.000    0.008    0.000 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     6230    0.008    0.000    0.022    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1321(set_usetex)
      142    0.008    0.000    0.017    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/lib/arraysetops.py:524(in1d)
    44514    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:664(get_style)
     7893    0.008    0.000    0.008    0.000 {method 'tolist' of 'numpy.ndarray' objects}
     5924    0.008    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:1098(set_fontsize)
      743    0.008    0.000    0.355    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:2237(_init)
    44514    0.008    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:670(get_variant)
     1888    0.008    0.000    0.186    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:109(draw_path)
     2474    0.007    0.000    0.148    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:1233(_cm_set)
     6851    0.007    0.000    0.011    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/text.py:687(_get_wrapped_text)
     1899    0.007    0.000    0.025    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1087(__init__)
     7355    0.007    0.000    0.065    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:305(set_label1)
     7355    0.007    0.000    0.063    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:318(set_label2)
    44514    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:676(get_weight)
    44514    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:685(get_stretch)
     1524    0.007    0.000    3.037    0.002 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1595(get_major_ticks)
        2    0.007    0.004    0.008    0.004 {built-in method posix.posix_spawn}
     1669    0.007    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:208(_apply_tickdir)
     1295    0.007    0.000    0.204    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/ticker.py:427(__init__)
     1379    0.007    0.000    0.044    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/pathlib.py:569(_parse_args)
     2002    0.007    0.000    0.013    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_lsq/least_squares.py:106(check_tolerance)
    42962    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:857(get_math_fontfamily)
    11126    0.007    0.000    0.018    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:1350(_iter_break_from_left_to_right)
     4359    0.007    0.000    0.062    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:790(unit)
    42964    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:699(get_file)
    11086    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/numeric.py:63(_zeros_like_dispatcher)
     1346    0.007    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/linalg/blas.py:384(getter)
     1577    0.007    0.000    0.019    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2736(__init__)
      103    0.007    0.000    3.461    0.034 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:2937(_update_title_position)
     1509    0.007    0.000    0.028    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:2751(_revalidate)
     2749    0.007    0.000    0.018    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1675(_safe_first_finite)
     3266    0.007    0.000    0.009    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/transforms.py:136(__setstate__)
    22726    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:834(<listcomp>)
    25294    0.007    0.000    0.007    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/artist.py:847(get_visible)
     3550    0.007    0.000    0.031    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/backend_bases.py:928(set_clip_path)
     5166    0.007    0.000    0.016    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1358(set_dash_joinstyle)
     1552    0.007    0.000    0.008    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:1140(score_stretch)
      175    0.007    0.000    1.230    0.007 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/axis3d.py:185(get_major_ticks)
       34    0.007    0.000    0.010    0.000 {method 'draw_quad_mesh' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     9430    0.007    0.000    0.018    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/font_manager.py:865(set_math_fontfamily)
     8345    0.007    0.000    0.054    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:342(_set_artist_props)
     5166    0.007    0.000    0.015    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/lines.py:1374(set_solid_joinstyle)
    15840    0.006    0.000    0.006    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/cycler.py:239(__iter__)
      761    0.006    0.000    0.043    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axes/_base.py:2510(_process_unit_info)
     2002    0.006    0.000    0.014    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/scipy/optimize/_lsq/least_squares.py:96(<listcomp>)
     1964    0.006    0.000    0.026    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2593(ptp)
    23170    0.006    0.000    0.006    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/numpy/core/fromnumeric.py:195(_reshape_dispatcher)
     9961    0.006    0.000    0.030    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:758(get_transform)
     1850    0.006    0.000    0.025    0.000 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/mpl_toolkits/mplot3d/proj3d.py:209(_vec_pad_ones)
     1075    0.006    0.000    0.958    0.001 /Users/federicasibilla/miniconda3/lib/python3.10/site-packages/matplotlib/axis.py:1565(_copy_tick_props)
